kalimat,kalimat_token
diperbarui makin bagus lancar trus fiturnya juga banyak dan lengkap jadi pesen tiket kereta bisa seklain pesen hotel beli kuota internet juga,"['diperbarui', 'makin', 'bagus', 'lancar', 'trus', 'fiturnya', 'juga', 'banyak', 'dan', 'lengkap', 'jadi', 'pesen', 'tiket', 'kereta', 'bisa', 'seklain', 'pesen', 'hotel', 'beli', 'kuota', 'internet', 'juga']"
cari tiket nya jadi sedikit menyusahkan harus drop down dulu kurang jelas tiket mana yg available lebih jelas tampilan di versi sblm nya dan jadi tidak bisa sorting tiket yg available menurut harga dsb yg tersorting hanya judul besar tiket saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya menurut saya itu sudah sangat jelas,"['cari', 'tiket', 'nya', 'jadi', 'sedikit', 'menyusahkan', 'harus', 'drop', 'down', 'dulu', 'kurang', 'jelas', 'tiket', 'mana', 'yg', 'available', 'lebih', 'jelas', 'tampilan', 'di', 'versi', 'sblm', 'nya', 'dan', 'jadi', 'tidak', 'bisa', 'sorting', 'tiket', 'yg', 'available', 'menurut', 'harga', 'dsb', 'yg', 'tersorting', 'hanya', 'judul', 'besar', 'tiket', 'saran', 'nya', 'mungkin', 'dikembalikan', 'saja', 'tampilan', 'tiket', 'nya', 'seperti', 'versi', 'sebelumnya', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'jelas']"
jarang banget ngasi ulasan gini tp ini fix super lemot banget kukira semakin baik eh cuma tampilannya doang masa mau buka apk aja lemot poll kalo kek gini kan gak bisa bur buka pas mau scan barcode ya,"['jarang', 'banget', 'ngasi', 'ulasan', 'gini', 'tp', 'ini', 'fix', 'super', 'lemot', 'banget', 'kukira', 'semakin', 'baik', 'eh', 'cuma', 'tampilannya', 'doang', 'masa', 'mau', 'buka', 'apk', 'aja', 'lemot', 'poll', 'kalo', 'kek', 'gini', 'kan', 'gak', 'bisa', 'bur', 'buka', 'pas', 'mau', 'scan', 'barcode', 'ya']"
ternyata tidak sepenuhnya memudahkan proses boarding tetap diminta ktp untuk pengecekan apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek ktp aplikasi tidak berguna tambahan tampilan juga bikin ribet kalo mau pilih kereta beda dengan aplikasi sebelumnya jadi menyesal upgrade ke access kai,"['ternyata', 'tidak', 'sepenuhnya', 'memudahkan', 'proses', 'boarding', 'tetap', 'diminta', 'ktp', 'untuk', 'pengecekan', 'apa', 'gunanya', 'kita', 'mengisi', 'data', 'pribadi', 'saat', 'buat', 'akun', 'kalo', 'hanya', 'bikin', 'ribet', 'cek', 'ktp', 'aplikasi', 'tidak', 'berguna', 'tambahan', 'tampilan', 'juga', 'bikin', 'ribet', 'kalo', 'mau', 'pilih', 'kereta', 'beda', 'dengan', 'aplikasi', 'sebelumnya', 'jadi', 'menyesal', 'upgrade', 'ke', 'access', 'kai']"
mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yg', 'tdk', 'punya', 'atm', 'bisa', 'melalui', 'indomart', 'alfamart', 'mantap']"
tampilan yg semakin memudahkan,"['tampilan', 'yg', 'semakin', 'memudahkan']"
hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek,"['hah', 'ini', 'apa', 'malah', 'jadi', 'gabisa', 'dibuka', 'samsek', 'daritadi', 'buka', 'cuma', 'muncul', 'logone', 'tok', 'ga', 'berfungsi', 'samsek']"
lemooooooooooooottttttt bangettttttttt setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade setiap mau buka harus masukin otp nya entah lewat email sms padahal sebelum nya pernah kasih otp,"['lemooooooooooooottttttt', 'bangettttttttt', 'setiap', 'mau', 'buka', 'loadingnya', 'lama', 'padahal', 'jaringan', 'sudah', 'bangus', 'terus', 'aplikasinya', 'harus', 'upgrade', 'setiap', 'mau', 'buka', 'harus', 'masukin', 'otp', 'nya', 'entah', 'lewat', 'email', 'sms', 'padahal', 'sebelum', 'nya', 'pernah', 'kasih', 'otp']"
membantu sekali manteb pokoknya,"['membantu', 'sekali', 'manteb', 'pokoknya']"
mudah buat cari dan pesen tiket kemarin udah transaksi qris sukses tiket buat besok pp sangat memudahkan ga perlu bingung lagi,"['mudah', 'buat', 'cari', 'dan', 'pesen', 'tiket', 'kemarin', 'udah', 'transaksi', 'qris', 'sukses', 'tiket', 'buat', 'besok', 'pp', 'sangat', 'memudahkan', 'ga', 'perlu', 'bingung', 'lagi']"
saya beli tiket tapi koo bayarnya dobel saya isi saldo kai pay rb harga tiket kereta api lokal saya beli tiket untuk orng saja kok tiba saldo saya tinggal kok pembayaran bisa dobel begituu tolonggg pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tapi', 'koo', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'rb', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orng', 'saja', 'kok', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begituu', 'tolonggg', 'pihak', 'kai', 'kejelasaannya']"
iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien,"['iya', 'sih', 'makin', 'lancar', 'tapi', 'aplikasi', 'yang', 'baru', 'tidak', 'efektif', 'dalam', 'pemilihan', 'kursi', 'tampilan', 'kursi', 'mending', 'di', 'aplikasi', 'yang', 'lama', 'lebih', 'efektif', 'dan', 'efisien']"
alamdulillah setelah update akses menjadi lebih lancar tidak seperti pada aplikasi sebelumnya lemot saat memilih kursi timeout tdk perlu nunggu waktu lama membuang waktu,"['alamdulillah', 'setelah', 'update', 'akses', 'menjadi', 'lebih', 'lancar', 'tidak', 'seperti', 'pada', 'aplikasi', 'sebelumnya', 'lemot', 'saat', 'memilih', 'kursi', 'timeout', 'tdk', 'perlu', 'nunggu', 'waktu', 'lama', 'membuang', 'waktu']"
upgrade yang baru bagus dan lancar di pembayaran pake qris nya juga lancar,"['upgrade', 'yang', 'baru', 'bagus', 'dan', 'lancar', 'di', 'pembayaran', 'pake', 'qris', 'nya', 'juga', 'lancar']"
jarang banget ngasi ulasan gini tp ini fix super lemot banget kukira semakin baik eh cuma tampilannya doang masa mau buka apk aja lemot poll kalo kek gini kan gak bisa bur buka pas mau scan barcode ya,"['jarang', 'banget', 'ngasi', 'ulasan', 'gini', 'tp', 'ini', 'fix', 'super', 'lemot', 'banget', 'kukira', 'semakin', 'baik', 'eh', 'cuma', 'tampilannya', 'doang', 'masa', 'mau', 'buka', 'apk', 'aja', 'lemot', 'poll', 'kalo', 'kek', 'gini', 'kan', 'gak', 'bisa', 'bur', 'buka', 'pas', 'mau', 'scan', 'barcode', 'ya']"
setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur nya dll tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah versi lamanya nyebelin aneh,"['setelah', 'di', 'update', 'jadi', 'lebih', 'baik', 'ngga', 'zonk', 'lagi', 'baik', 'dari', 'performa', 'fitur', 'nya', 'dll', 'tampilan', 'dan', 'pengoperasian', 'jugalebih', 'efisien', 'versi', 'terbaru', 'sumpah', 'versi', 'lamanya', 'nyebelin', 'aneh']"
update terbaru malah jadi parah tambah lemot dan tambah ribet,"['update', 'terbaru', 'malah', 'jadi', 'parah', 'tambah', 'lemot', 'dan', 'tambah', 'ribet']"
coba dihilangkan aja fitur yang nggak relate sama kai kayak beli paket data pulsa dan token listrik biar aplikasi ini semakin efisien dan mengurangi beban server juga sehingga nggak overload ketika lagi banyak yang ngakses atau war tiket,"['coba', 'dihilangkan', 'aja', 'fitur', 'yang', 'nggak', 'relate', 'sama', 'kai', 'kayak', 'beli', 'paket', 'data', 'pulsa', 'dan', 'token', 'listrik', 'biar', 'aplikasi', 'ini', 'semakin', 'efisien', 'dan', 'mengurangi', 'beban', 'server', 'juga', 'sehingga', 'nggak', 'overload', 'ketika', 'lagi', 'banyak', 'yang', 'ngakses', 'atau', 'war', 'tiket']"
mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yg', 'tdk', 'punya', 'atm', 'bisa', 'melalui', 'indomart', 'alfamart', 'mantap']"
aplikasi kaiacces ada update semakin simpel dan mempermudah makin lancar dan ga lemot juga,"['aplikasi', 'kaiacces', 'ada', 'update', 'semakin', 'simpel', 'dan', 'mempermudah', 'makin', 'lancar', 'dan', 'ga', 'lemot', 'juga']"
menjadi tidak simple,"['menjadi', 'tidak', 'simple']"
kualitasnya lebih baik untuk baru di update saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot,"['kualitasnya', 'lebih', 'baik', 'untuk', 'baru', 'di', 'update', 'saya', 'mau', 'pesan', 'tiket', 'juga', 'makin', 'mudah', 'sudah', 'tidak', 'eror', 'dan', 'lemot']"
apk nya sekarang sudah tidak sering crash jadi waktu mau memesan tiket selalu lancar tidak kehabisan waktu pembayarannya juga mudah dg menggunaakn qris,"['apk', 'nya', 'sekarang', 'sudah', 'tidak', 'sering', 'crash', 'jadi', 'waktu', 'mau', 'memesan', 'tiket', 'selalu', 'lancar', 'tidak', 'kehabisan', 'waktu', 'pembayarannya', 'juga', 'mudah', 'dg', 'menggunaakn', 'qris']"
penyegaran ui ux nya sngt membantu sekali teruss tingkatkan pelayanan dan pengembangan aplikasi selalu terima masukan dri user jadikan bahan evaluasi agar lbih baik lgi,"['penyegaran', 'ui', 'ux', 'nya', 'sngt', 'membantu', 'sekali', 'teruss', 'tingkatkan', 'pelayanan', 'dan', 'pengembangan', 'aplikasi', 'selalu', 'terima', 'masukan', 'dri', 'user', 'jadikan', 'bahan', 'evaluasi', 'agar', 'lbih', 'baik', 'lgi']"
update terbaru tampilan terbaru bukanya memperbaiki malah mempersulit tiket udah habis ngapain masih pada nongol lbh suka tampilan yg lama simpel dan tidak beribet,"['update', 'terbaru', 'tampilan', 'terbaru', 'bukanya', 'memperbaiki', 'malah', 'mempersulit', 'tiket', 'udah', 'habis', 'ngapain', 'masih', 'pada', 'nongol', 'lbh', 'suka', 'tampilan', 'yg', 'lama', 'simpel', 'dan', 'tidak', 'beribet']"
kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget,"['kaai', 'acces', 'sya', 'udah', 'pesen', 'tiket', 'dan', 'bayar', 'pke', 'qris', 'dana', 'memudahkan', 'banget']"
saat ini apk nya malah jadi kurang membantu detail kendala loadingnya lama sekali saat mau cek jadwal commuter line susah sekali mencari nama stasiun memakan banyak waktu loading namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'apk', 'nya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'loadingnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'loading', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
bagus benr bagus baik performa tampilan,"['bagus', 'benr', 'bagus', 'baik', 'performa', 'tampilan']"
oke kok aplikasinya semoga semakin ditingkatkan,"['oke', 'kok', 'aplikasinya', 'semoga', 'semakin', 'ditingkatkan']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
baru tau kai access ada pembaruan pas mau pesen tiket aplikasinya lancar banget,"['baru', 'tau', 'kai', 'access', 'ada', 'pembaruan', 'pas', 'mau', 'pesen', 'tiket', 'aplikasinya', 'lancar', 'banget']"
udah bisapake qris di kai access aya suka dengan pembayaran qris jadi lebih simpel ditambah uga aplikasinya makin satset,"['udah', 'bisapake', 'qris', 'di', 'kai', 'access', 'aya', 'suka', 'dengan', 'pembayaran', 'qris', 'jadi', 'lebih', 'simpel', 'ditambah', 'uga', 'aplikasinya', 'makin', 'satset']"
update baru bukan tambah baik malah tambah lemot mending pakai yg sebelumnya sudah bagus kenapa kok diganti lagi malah jd semarwut jadi aplikasi unfaedah malahan saran saya kembalikan seperti aplikasi sebelumnya saja mudah nyaman dan bagus,"['update', 'baru', 'bukan', 'tambah', 'baik', 'malah', 'tambah', 'lemot', 'mending', 'pakai', 'yg', 'sebelumnya', 'sudah', 'bagus', 'kenapa', 'kok', 'diganti', 'lagi', 'malah', 'jd', 'semarwut', 'jadi', 'aplikasi', 'unfaedah', 'malahan', 'saran', 'saya', 'kembalikan', 'seperti', 'aplikasi', 'sebelumnya', 'saja', 'mudah', 'nyaman', 'dan', 'bagus']"
update aplikasi kok malah jd bikin susah tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus masa harus pake hp kecewaaa,"['update', 'aplikasi', 'kok', 'malah', 'jd', 'bikin', 'susah', 'tampilannya', 'bikin', 'pusing', 'tambah', 'repot', 'lg', 'scan', 'barcode', 'qris', 'ga', 'bs', 'di', 'download', 'terus', 'masa', 'harus', 'pake', 'hp', 'kecewaaa']"
semenjak update aplikasi udah ngak lemot tapi tampilan membingungkan kereta yang penuh masih muncul untungnya pesen tiket sama bayar nya aman dan gampang bgt,"['semenjak', 'update', 'aplikasi', 'udah', 'ngak', 'lemot', 'tapi', 'tampilan', 'membingungkan', 'kereta', 'yang', 'penuh', 'masih', 'muncul', 'untungnya', 'pesen', 'tiket', 'sama', 'bayar', 'nya', 'aman', 'dan', 'gampang', 'bgt']"
ini bagaimana aplikasi barunya kok error saya mau pesan tiket jadi gabisa gara tiap mau bayar selalu time out padahal baru saja di klik tiba sudah time out sampai saya logout dan uninstall ulang tetep gabisa mau hapus akun saja sekalian juga gabisa alasannya karena ada tiket perjalanan yang blm selesai pdhl tidak ada sama sekali wong mau beli tiket baru aja gabisa kok gimana dong ini solusinya jadi susah mau beli tiket harus nyuruh adek saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'error', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'gabisa', 'gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'out', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'sudah', 'time', 'out', 'sampai', 'saya', 'logout', 'dan', 'uninstall', 'ulang', 'tetep', 'gabisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'gabisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'blm', 'selesai', 'pdhl', 'tidak', 'ada', 'sama', 'sekali', 'wong', 'mau', 'beli', 'tiket', 'baru', 'aja', 'gabisa', 'kok', 'gimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'nyuruh', 'adek', 'saya', 'pakai', 'akunnya']"
aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot,"['aplikasinya', 'sangat', 'mudah', 'di', 'gunakan', 'tambah', 'bagus', 'dan', 'tidak', 'lemot']"
lemmootnya minta ampun tolong segera di perbaiki sistemnya lebih baik uninstal klo lemot bgt kya gini,"['lemmootnya', 'minta', 'ampun', 'tolong', 'segera', 'di', 'perbaiki', 'sistemnya', 'lebih', 'baik', 'uninstal', 'klo', 'lemot', 'bgt', 'kya', 'gini']"
udah update ui yang baru tapi kualitas makin buruk mau lihat jadwal krl dari jalur rangkas tanah abang aja gak bisa,"['udah', 'update', 'ui', 'yang', 'baru', 'tapi', 'kualitas', 'makin', 'buruk', 'mau', 'lihat', 'jadwal', 'krl', 'dari', 'jalur', 'rangkas', 'tanah', 'abang', 'aja', 'gak', 'bisa']"
aplikasi mudah digunakan gak ribet mau ganti jadwal pembatalan tiket cukup lewat aplikasi,"['aplikasi', 'mudah', 'digunakan', 'gak', 'ribet', 'mau', 'ganti', 'jadwal', 'pembatalan', 'tiket', 'cukup', 'lewat', 'aplikasi']"
ternyata harus restart hp setelah update aplikasi biar ga lemot,"['ternyata', 'harus', 'restart', 'hp', 'setelah', 'update', 'aplikasi', 'biar', 'ga', 'lemot']"
setelag update aplikasi menjadi sangat lemot di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket cetak boarding dan fitur kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main update tetapi aplikasi belum bisa maksimal,"['setelag', 'update', 'aplikasi', 'menjadi', 'sangat', 'lemot', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'bufferingnya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'boarding', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kotapun', 'demikian', 'begitu', 'lemot', 'bufferingnya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'update', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
tampilan baru malah semakin buruk,"['tampilan', 'baru', 'malah', 'semakin', 'buruk']"
kesulitan untuk pembayaran via qris padahal aplikasi sebelum di update aman tanpa kendala error,"['kesulitan', 'untuk', 'pembayaran', 'via', 'qris', 'padahal', 'aplikasi', 'sebelum', 'di', 'update', 'aman', 'tanpa', 'kendala', 'error']"
poin penting review kai access access by kai dari semua yg paling mencolok adalah fitur pemesanan opsi railfood dan layanan lainnya seharusnya tidak perlu masuk biarkan itu dipesan sendiri karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat apalagi jika dikejar waktu kemudian pemilihan kursi tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan begitu kiga dengan opsi gerbong yang ada dibawah seperti itu,"['poin', 'penting', 'review', 'kai', 'access', 'access', 'by', 'kai', 'dari', 'semua', 'yg', 'paling', 'mencolok', 'adalah', 'fitur', 'pemesanan', 'opsi', 'railfood', 'dan', 'layanan', 'lainnya', 'seharusnya', 'tidak', 'perlu', 'masuk', 'biarkan', 'itu', 'dipesan', 'sendiri', 'karena', 'menurut', 'saya', 'jadi', 'tidak', 'efisien', 'saat', 'masa', 'hari', 'raya', 'yang', 'trafic', 'pemesanan', 'tiket', 'padat', 'apalagi', 'jika', 'dikejar', 'waktu', 'kemudian', 'pemilihan', 'kursi', 'tampilan', 'denah', 'kursi', 'terlalu', 'besar', 'sehingga', 'harus', 'scroll', 'lama', 'dan', 'tidak', 'ramah', 'penggunaan', 'begitu', 'kiga', 'dengan', 'opsi', 'gerbong', 'yang', 'ada', 'dibawah', 'seperti', 'itu']"
saya mau lihat jadwal kereta sekaligus pesan tiket udah lbih mudah padahal sblmnya lemottt parah pdhal waktu itu lgi urgent,"['saya', 'mau', 'lihat', 'jadwal', 'kereta', 'sekaligus', 'pesan', 'tiket', 'udah', 'lbih', 'mudah', 'padahal', 'sblmnya', 'lemottt', 'parah', 'pdhal', 'waktu', 'itu', 'lgi', 'urgent']"
solusi pembelian tiket kereta api yang mudah,"['solusi', 'pembelian', 'tiket', 'kereta', 'api', 'yang', 'mudah']"
alhamdulilah beberapa kali perjalanan pesan tiket lewat apk ini lancar jaya tanpa ada kendala apapun dan di loket cekin cukup menunjukkan barkot di tiket online aja tanpa perlu mencerak print dulu semoga semakin sukses kai,"['alhamdulilah', 'beberapa', 'kali', 'perjalanan', 'pesan', 'tiket', 'lewat', 'apk', 'ini', 'lancar', 'jaya', 'tanpa', 'ada', 'kendala', 'apapun', 'dan', 'di', 'loket', 'cekin', 'cukup', 'menunjukkan', 'barkot', 'di', 'tiket', 'online', 'aja', 'tanpa', 'perlu', 'mencerak', 'print', 'dulu', 'semoga', 'semakin', 'sukses', 'kai']"
tampilannya bagus tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget,"['tampilannya', 'bagus', 'tapi', 'saat', 'mau', 'masuk', 'ke', 'aplikasi', 'lamanya', 'mbuat', 'emosi', 'banget']"
upgrade yang baru bagus dan lancar di pembayaran pake qris nya juga lancar,"['upgrade', 'yang', 'baru', 'bagus', 'dan', 'lancar', 'di', 'pembayaran', 'pake', 'qris', 'nya', 'juga', 'lancar']"
semakin memberikan kemudahan customer update an yg baru ini bintang buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer pengguna,"['semakin', 'memberikan', 'kemudahan', 'customer', 'update', 'an', 'yg', 'baru', 'ini', 'bintang', 'buat', 'update', 'an', 'terbarunya', 'kai', 'udah', 'ga', 'lemot', 'lagi', 'jadi', 'jos', 'mantp', 'is', 'the', 'best', 'lancar', 'jaya', 'lebih', 'suka', 'aplikasi', 'terbaru', 'ini', 'karena', 'mudah', 'dimengerti', 'oleh', 'customer', 'pengguna']"
terlalu bnyak menu semakin lemot aplikasinya,"['terlalu', 'bnyak', 'menu', 'semakin', 'lemot', 'aplikasinya']"
saya mau lihat jadwal kereta sekaligus pesan tiket udah lbih mudah padahal sblmnya lemottt parah pdhal waktu itu lgi urgent,"['saya', 'mau', 'lihat', 'jadwal', 'kereta', 'sekaligus', 'pesan', 'tiket', 'udah', 'lbih', 'mudah', 'padahal', 'sblmnya', 'lemottt', 'parah', 'pdhal', 'waktu', 'itu', 'lgi', 'urgent']"
mau naik kereta api bookingnya makin mudah aplikase lancar,"['mau', 'naik', 'kereta', 'api', 'bookingnya', 'makin', 'mudah', 'aplikase', 'lancar']"
thanks tampilan baru lebih intuitif,"['thanks', 'tampilan', 'baru', 'lebih', 'intuitif']"
tujuannya apa nampilin promo tp tidak tersedia lebih bagus dan mudah versi sebelum nya,"['tujuannya', 'apa', 'nampilin', 'promo', 'tp', 'tidak', 'tersedia', 'lebih', 'bagus', 'dan', 'mudah', 'versi', 'sebelum', 'nya']"
metode pembayaran sangat terbatas tidak ada fitur ganti nomor padahal nomor sudah tidak aktif tidak ada tombol pembayaran jika tidak sengaja keluar dr aplikasi,"['metode', 'pembayaran', 'sangat', 'terbatas', 'tidak', 'ada', 'fitur', 'ganti', 'nomor', 'padahal', 'nomor', 'sudah', 'tidak', 'aktif', 'tidak', 'ada', 'tombol', 'pembayaran', 'jika', 'tidak', 'sengaja', 'keluar', 'dr', 'aplikasi']"
alhamdulillah jd lebih mudah lancar dulu susah banget kl mau hapus email akun krn sdh tdk aktif skrg kl mau ganti nomer caranya udh gampang bgt sukaaa,"['alhamdulillah', 'jd', 'lebih', 'mudah', 'lancar', 'dulu', 'susah', 'banget', 'kl', 'mau', 'hapus', 'email', 'akun', 'krn', 'sdh', 'tdk', 'aktif', 'skrg', 'kl', 'mau', 'ganti', 'nomer', 'caranya', 'udh', 'gampang', 'bgt', 'sukaaa']"
wahh tampilan nya sekarang ok banget cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama ovo mohon tambahin dong ewallet gopay dan dana terus debit bri mandiri sama bca,"['wahh', 'tampilan', 'nya', 'sekarang', 'ok', 'banget', 'cuma', 'sayang', 'metode', 'pembayaran', 'masih', 'dibatasi', 'kartu', 'debit', 'mandiri', 'sama', 'ovo', 'mohon', 'tambahin', 'dong', 'ewallet', 'gopay', 'dan', 'dana', 'terus', 'debit', 'bri', 'mandiri', 'sama', 'bca']"
mudah buat cari dan pesen tiket kemarin udah transaksi qris sukses tiket buat besok pp sangat memudahkan ga perlu bingung lagi,"['mudah', 'buat', 'cari', 'dan', 'pesen', 'tiket', 'kemarin', 'udah', 'transaksi', 'qris', 'sukses', 'tiket', 'buat', 'besok', 'pp', 'sangat', 'memudahkan', 'ga', 'perlu', 'bingung', 'lagi']"
sudah byk plusnya daripada yang lama metode pembayaran jg banyk beli tiket jadi sangat mudah bgt lacar jg,"['sudah', 'byk', 'plusnya', 'daripada', 'yang', 'lama', 'metode', 'pembayaran', 'jg', 'banyk', 'beli', 'tiket', 'jadi', 'sangat', 'mudah', 'bgt', 'lacar', 'jg']"
setelah update gak ada masalah login aman cek fitur lain aman aplikasi nya lebih smooth padahal hpku kentang lho,"['setelah', 'update', 'gak', 'ada', 'masalah', 'login', 'aman', 'cek', 'fitur', 'lain', 'aman', 'aplikasi', 'nya', 'lebih', 'smooth', 'padahal', 'hpku', 'kentang', 'lho']"
tampilan baru malah makin lemot parah aplikasi nya,"['tampilan', 'baru', 'malah', 'makin', 'lemot', 'parah', 'aplikasi', 'nya']"
versi terbaru tapi makin buruk login via email dan no hp tetap aja muter sampe berkecambah,"['versi', 'terbaru', 'tapi', 'makin', 'buruk', 'login', 'via', 'email', 'dan', 'no', 'hp', 'tetap', 'aja', 'muter', 'sampe', 'berkecambah']"
tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
versi terbaru tapi makin buruk login via email dan no hp tetap aja muter sampe berkecambah,"['versi', 'terbaru', 'tapi', 'makin', 'buruk', 'login', 'via', 'email', 'dan', 'no', 'hp', 'tetap', 'aja', 'muter', 'sampe', 'berkecambah']"
di update bukannya makin bagus malah makin buruk tidak se simpel praktis dulu banyak iklan,"['di', 'update', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'buruk', 'tidak', 'se', 'simpel', 'praktis', 'dulu', 'banyak', 'iklan']"
banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses lebih running sama versi yang lama nya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa sudah coba telpon dan tanya ke service center juga ga ada solusi sudah saya coba manual unistall kemudian download install lagi sama saja gabisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tapi', 'gabusa', 'sama', 'saja', 'kalo', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lama', 'nya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'gabisa', 'sudah', 'coba', 'telpon', 'dan', 'tanya', 'ke', 'service', 'center', 'juga', 'ga', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'unistall', 'kemudian', 'download', 'install', 'lagi', 'sama', 'saja', 'gabisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
